USERID,BROWSER_COUNT,COURSE_COUNT,COURSE_LAST_ACCESS,COURSE_SUM_VIEW,COURSE_AVG_SCORE,EXAM_AH_SCORE,EXAM_WRITEN_SCORE,EXAM_MIDDLE_SCORE,EXAM_LAB,EXAM_PROGRESS,EXAM_GROUP_SCORE,EXAM_FACE_SCORE,EXAM_ONLINE_SCORE,NODEBB_LAST_POST,NODEBB_CHANNEL_COUNT,NODEBB_TOPIC_COUNT,COURSE_SUM_VIDEO_LEN,SEX,MAJORID,STATUS,GRADE,CLASSID,EXAM_HOMEWORK,EXAM_LABSCORE,EXAM_OTHERSCORE,NODEBB_PARTICIPATIONRATE,COURSE_WORKTIME,COURSE_WORKACCURACYRATE,COURSE_WORKCOMPLETERATE,NODEBB_POSTSCOUNT,NODEBB_NORMALBBSPOSTSCOUONT,NODEBB_REALBBSARCHIVECOUNT,NORMALBBSARCHIVECOUNT,COURSE_WORKCOUNT,STUNO,ID,STUID,COURSEOPENID,HOMEWORKSCORE,WRITTENASSIGNMENTSCORE,MIDDLEASSIGNMENTSCORE,LABSCORE,OTHERSCORE,TOTALSCORE,STUDYTERM,COURSEID,EXAMNUM,PROCESS,GROUPSTUDYSCORE,FACESTUDYSCORE,ONLINESTUDYSCORE
310_20158310091027,110.0,22,1514400348.0,0.0008912037037037037,,86.44444444444444,24.11111111111111,13.777777777777779,30.25,0.7777777777777778,3.2666666666666666,7.983333333333333,1.8888888888888888,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,25.333333333333332,10.11111111111111,0,6.52,4920.0,12.685,50.0,8.5,0.0,1.5,0.0,9.5,20158310091027,pohuap2nnlfda4tear0lba,310_20158310091027,a0euanqnrrzbdsesy4rymw,38,0,20,0,0,94,201703,310_260000656,"2,7510",0,0,19.0,17.0
310_20158310090980,75.0,10,1510254425.0,,,82.125,26.5,15.0,,0.0,3.3375,8.28125,1.5,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,27.5,0.0,0,0.0,5560.0,39.355,50.0,0.0,0.0,0.0,0.0,3.5,20158310090980,wmivareoaq9ncntns-1n3w,310_20158310090980,a0euanqnrrzbdsesy4rymw,35,0,20,0,0,83,201703,310_260000656,"2,7510",0,0,16.0,12.0
310_20158310090947,253.0,11,1514400146.0,,0.2972972972972973,84.33333333333333,23.11111111111111,13.11111111111111,,0.0,3.1666666666666665,9.71111111111111,1.3333333333333333,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,29.666666666666668,4.222222222222222,0,0.0,10844.666666666666,19.946666666666665,66.66666666666667,0.0,0.0,0.0,0.0,21.0,20158310090947,4ihtaamoup5o7g5i5xyjtg,310_20158310090947,a0euanqnrrzbdsesy4rymw,39,0,18,0,0,85,201703,310_260000656,"2,7510",0,0,16.0,12.0
310_20158310090983,119.0,12,1511815387.0,,,84.6,20.4,12.0,29.166666666666668,0.0,2.85,8.63,1.2,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,26.8,12.7,0,0.0,6022.333333333333,43.0,66.66666666666667,0.0,0.0,0.0,0.0,6.0,20158310090983,bewgatgogqjeola6ihib7q,310_20158310090983,a0euanqnrrzbdsesy4rymw,40,0,20,0,0,88,201703,310_260000656,"2,7510",0,0,16.0,12.0
310_20158310090949,59.0,280,1514492526.0,0.16111111111111112,,82.625,26.375,15.0,,0.875,3.3375,8.5,1.5,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,27.875,0.0,0,0.0,4041.5,48.0,50.0,0.0,0.0,0.0,0.0,2.0,20158310090949,oryqarqoryxjkcd0lminiq,310_20158310090949,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,87,201703,310_260000656,"2,7510",0,0,17.0,12.0
310_20158310090990,176.0,10,1514400600.0,,,84.75,26.75,15.25,,0.0,3.675,8.65625,1.75,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,28.75,0.0,0,4.35,-100469.5,47.93,50.0,3.5,0.0,1.0,0.0,7.0,20158310090990,rtcparqom7lfc8smrez9zw,310_20158310090990,a0euanqnrrzbdsesy4rymw,40,0,20,0,0,91,201703,310_260000656,"2,7510",0,0,17.0,14.0
310_20158310091021,134.0,10,1510752876.0,,,83.25,26.5,15.0,,0.0,3.3375,8.43125,1.5,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,28.5,0.0,0,0.0,10754.0,16.535,50.0,0.0,0.0,0.0,0.0,14.5,20158310091021,blicaaiotprnhchbchndfg,310_20158310091021,a0euanqnrrzbdsesy4rymw,39,0,20,0,0,88,201703,310_260000656,"2,7510",0,0,17.0,12.0
310_20158310090952,54.0,11,1509887099.0,,,83.66666666666667,23.666666666666668,13.222222222222221,,0.0,3.2666666666666666,9.761111111111111,1.3333333333333333,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,28.0,4.444444444444445,0,0.0,3126.6666666666665,50.85333333333333,66.66666666666667,0.0,0.0,0.0,0.0,4.333333333333333,20158310090952,fcbearwojovn0lx5w4yqaq,310_20158310090952,a0euanqnrrzbdsesy4rymw,37,0,19,0,0,84,201703,310_260000656,"2,7510",0,0,16.0,12.0
310_20158310090982,133.0,10,1513017466.0,,,83.0,25.75,14.875,,0.875,3.7125,8.3125,2.25,,,,0.0,女,310_260000090,毕业,201503,310_20158310090099,28.0,0.0,0,6.52,9136.0,26.835,50.0,7.5,0.0,1.5,0.0,7.5,20158310090982,kmgwab6oajzfeehupehqug,310_20158310090982,a0euanqnrrzbdsesy4rymw,37,0,20,0,0,91,201703,310_260000656,"2,7510",0,0,16.0,18.0
310_20168310250045,40.0,256,1513679979.0,0.16962962962962963,,83.25,7.25,2.375,21.464285714285715,0.0,0.0,14.2375,8.0,,,,0.0,男,310_260000255,注册,201601,310_20168310250016,33.0,18.25,0,0.0,3405.0,17.62,33.333333333333336,0.0,0.0,0.0,0.0,2.3333333333333335,20168310250045,v2hvaeyojzlkcycytbhr1w,310_20168310250045,a0euanqnrrzbdsesy4rymw,36,0,19,0,0,93,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250099,,144,,0.1225,,86.66666666666667,9.666666666666666,3.1666666666666665,24.25,0.0,0.0,15.466666666666667,7.25,,,,0.0,男,310_260000255,休学,201601,310_20168310250016,34.0,17.0,0,0.0,0.0,31.333333333333332,33.333333333333336,0.0,0.0,0.0,0.0,0.3333333333333333,20168310250099,2fuzavsowrxhri1hj0cyaq,310_20168310250099,a0euanqnrrzbdsesy4rymw,0,0,19,0,0,57,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250050,26.0,135,1513459047.0,0.03871527777777778,,70.5,7.125,2.375,22.583333333333332,1.625,0.0,13.59375,7.43125,,,,0.0,男,310_260000255,注册,201601,310_20168310250016,27.75,12.125,0,0.0,1717.3333333333333,22.8,33.333333333333336,0.0,0.0,0.0,0.0,1.6666666666666667,20168310250050,6ev5asqoxbrgr40nfeiypw,310_20168310250050,a0euanqnrrzbdsesy4rymw,25,0,19,0,0,82,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250049,167.0,14,1514322939.0,,0.6216216216216216,94.71428571428571,8.285714285714286,2.7142857142857144,26.4375,0.0,0.0,15.557142857142857,8.5,,,,0.0,男,310_260000255,注册,201601,310_20168310250016,42.857142857142854,16.714285714285715,0,0.0,-19438.333333333332,30.166666666666668,33.333333333333336,0.0,0.0,0.0,0.0,1.3333333333333333,20168310250049,cp3vaaqosp5pwtetziktcq,310_20168310250049,a0euanqnrrzbdsesy4rymw,36,0,19,0,0,93,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250047,23.0,16,1514228457.0,0.002962962962962963,,65.11111111111111,6.444444444444445,2.111111111111111,12.022727272727273,0.0,0.0,12.088888888888889,6.611111111111111,,,,0.0,女,310_260000255,注册,201601,310_20168310250016,22.22222222222222,15.555555555555555,0,0.0,314.0,17.223333333333333,33.333333333333336,0.0,0.0,0.0,0.0,1.0,20168310250047,-tczavsoiavkdc-yrfkytg,310_20168310250047,a0euanqnrrzbdsesy4rymw,0,0,19,0,0,57,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250012,610.0,27056,1513601234.0,23719.631296296295,0.48148148148148145,85.42857142857143,13.928571428571429,8.5,23.333333333333332,46.92857142857143,0.0,12.7,3.3857142857142857,,,,2224.0,女,310_260000247,注册,201601,310_20168310250003,30.571428571428573,16.285714285714285,0,0.0,-238211.4,39.752,60.0,0.0,0.0,0.0,0.0,10.8,20168310250012,fwfvapqnyaxignjnydsa4a,310_20168310250012,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,97,201703,310_260000656,"2,7510",99,0,19.0,19.0
310_20168310250110,,1644,,2251.124027777778,,78.46153846153847,9.0,3.3846153846153846,18.166666666666668,16.846153846153847,0.0,13.684615384615384,3.723076923076923,,,,0.0,男,310_260000247,注册,201603,310_20168310250039,30.23076923076923,18.384615384615383,0,0.0,0.0,24.0,50.0,0.0,0.0,0.0,0.0,0.25,20168310250110,z2gzavsooqlnvca67xzrzw,310_20168310250110,a0euanqnrrzbdsesy4rymw,0,0,19,0,0,57,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250112,42.0,44,1513089971.0,0.009421296296296296,,61.5,6.444444444444445,3.3333333333333335,31.633333333333333,0.9444444444444444,0.0,14.294444444444444,4.133333333333334,,,,0.0,男,310_260000247,注册,201603,310_20168310250039,17.833333333333332,15.444444444444445,0,0.0,73.33333333333333,26.388333333333332,66.66666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,20168310250112,sxezavsoxytotwvjc-7gia,310_20168310250112,a0euanqnrrzbdsesy4rymw,0,0,19,0,0,57,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250117,333.0,16,1509792541.0,,1.0,95.64285714285714,8.285714285714286,6.0,44.97222222222222,0.0,0.0,14.114285714285714,3.7357142857142858,,,,0.0,女,310_260000247,注册,201603,310_20168310250039,42.214285714285715,21.285714285714285,0,0.0,4529.8,29.34,60.0,0.0,0.0,0.0,0.0,5.8,20168310250117,gautaamoh7hgl9k5e1rwma,310_20168310250117,a0euanqnrrzbdsesy4rymw,38,0,19,0,0,95,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250218,49.0,119,1508923201.0,,,93.6,7.8,6.933333333333334,36.2,2.2,0.0,13.473333333333333,3.8133333333333335,,,,0.0,女,310_260000247,注册,201603,310_20168310250039,39.6,22.0,0,0.0,922.0,59.2,60.0,0.0,0.0,0.0,0.0,2.0,20168310250218,t8iwabeoz6lprd9zkvz65w,310_20168310250218,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,97,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250107,277.0,16,1513629084.0,,,93.42857142857143,8.357142857142858,5.785714285714286,67.2,0.0,0.0,14.464285714285714,4.085714285714285,,,,0.0,女,310_260000247,注册,201603,310_20168310250039,44.357142857142854,16.357142857142858,0,0.0,7149.8,54.56,60.0,0.0,0.0,0.0,0.0,3.0,20168310250107,z9i0aeeobivlm7lvne-weq,310_20168310250107,a0euanqnrrzbdsesy4rymw,34,0,19,0,0,91,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250158,118.0,20,1511106614.0,,,76.5,7.5,1.1111111111111112,18.583333333333332,0.0,1.25,13.033333333333333,7.855555555555555,,,,0.0,女,310_260000251,注册,201603,310_20168310250040,34.166666666666664,11.444444444444445,0,0.0,3628.6,64.359,79.727,0.0,0.0,0.0,0.0,2.6,20168310250158,r--kaaio3l1kr4lmzgttea,310_20168310250158,a0euanqnrrzbdsesy4rymw,29,0,20,0,0,87,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250151,234.0,22,1513687142.0,,,77.47058823529412,7.9411764705882355,1.1176470588235294,23.333333333333332,0.0,1.3529411764705883,13.726470588235294,8.329411764705883,,,,0.0,男,310_260000251,注册,201603,310_20168310250040,33.588235294117645,11.352941176470589,0,0.0,1543.0,34.97833333333333,83.10583333333334,0.0,0.0,0.0,0.0,6.333333333333333,20168310250151,wckjae6ok5zpd0zp405uqg,310_20168310250151,a0euanqnrrzbdsesy4rymw,30,0,19,0,0,87,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250136,207.0,323,1513024885.0,50.951006944444444,,92.125,8.4375,1.1875,17.375,2.6875,1.484375,13.578125,7.265625,,,,122.33333333333333,男,310_260000251,注册,201603,310_20168310250040,51.5,8.625,0,0.0,1616.7777777777778,22.355555555555554,88.58555555555556,0.0,0.0,0.0,0.0,17.22222222222222,20168310250136,skdhaewocb1lv5miavcnyw,310_20168310250136,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,96,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250138,89.0,19,1514112012.0,,,84.0,7.5,1.0555555555555556,26.666666666666668,0.0,1.25,12.225,7.569444444444445,,,,0.0,女,310_260000251,注册,201603,310_20168310250040,42.94444444444444,11.38888888888889,0,0.0,5832.0,69.09,79.727,0.0,0.0,0.0,0.0,2.6,20168310250138,kefjab2odyzih8wbc5mzpw,310_20168310250138,a0euanqnrrzbdsesy4rymw,34,0,19,0,0,91,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250149,121.0,68,1509740710.0,0.014953703703703703,0.3198090692124105,85.6875,8.4375,1.1875,,0.0,1.484375,13.66875,8.54375,,,,0.0,男,310_260000251,注册,201603,310_20168310250040,44.5,7.8125,0,0.0,5033.5,43.853,79.727,0.0,0.0,0.0,0.0,6.4,20168310250149,bw27aaiomqzhxvgjbqn9vw,310_20168310250149,a0euanqnrrzbdsesy4rymw,26,0,19,0,0,83,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250137,322.0,17,1512579683.0,,0.4809805579036348,95.375,8.4375,1.1875,17.428571428571427,0.0,1.5,13.59375,7.28125,,,,0.0,女,310_260000251,注册,201603,310_20168310250040,54.3125,8.9375,0,0.0,4323.0,31.32777777777778,88.58555555555556,0.0,0.0,0.0,0.0,14.555555555555555,20168310250137,mi6aaaiorarl0pad0uxhug,310_20168310250137,a0euanqnrrzbdsesy4rymw,40,0,19,0,0,97,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250156,296.0,561,1513852961.0,0.5361689814814815,,91.0625,8.4375,1.1875,20.75,2.6875,1.5,13.79375,7.29375,,,,295.77777777777777,男,310_260000251,注册,201603,310_20168310250040,49.9375,8.8125,0,0.0,2849.777777777778,39.952222222222225,88.58555555555556,0.0,0.0,0.0,0.0,9.222222222222221,20168310250156,0-v9adqoc59ebruslg-iia,310_20168310250156,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,96,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250154,533.0,17,1514489308.0,,,89.875,8.4375,1.1875,17.5,0.625,1.40625,13.66875,7.29375,,,,0.0,女,310_260000251,注册,201603,310_20168310250040,49.25,8.5,0,0.0,-19808.444444444445,64.63444444444444,88.58555555555556,0.0,0.0,0.0,0.0,8.666666666666666,20168310250154,jjfuassob49ovg8patuhqq,310_20168310250154,a0euanqnrrzbdsesy4rymw,38,0,19,0,0,95,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310020450,235.0,17,1511988653.0,,,87.4,12.8,6.533333333333333,37.6375,0.0,0.0,10.12,3.1066666666666665,,,,0.0,女,310_260000247,注册,201603,310_20168310020014,42.8,11.933333333333334,0,0.0,4046.222222222222,34.89111111111111,74.07444444444444,0.0,0.0,0.0,0.0,12.333333333333334,20168310020450,7edkasiov5fif06-9unc1w,310_20168310020450,a0euanqnrrzbdsesy4rymw,39,0,18,0,0,92,201703,310_260000656,7510,0,0,17.6,17.6
310_20168310020440,50.0,17,1511706628.0,,,87.06666666666666,12.466666666666667,5.733333333333333,41.7,0.6666666666666666,0.0,10.06,3.0866666666666664,1527188626.0,1.0,1.0,0.0,女,310_260000247,注册,201603,310_20168310020014,42.733333333333334,12.866666666666667,0,0.9255555555555556,7299.222222222223,38.852222222222224,74.07444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,7.666666666666667,20168310020440,xolvadaoo4jmake05gtdiq,310_20168310020440,a0euanqnrrzbdsesy4rymw,35,0,18,0,0,88,201703,310_260000656,7510,0,0,17.6,17.6
310_20168310020446,139.0,323,1513797980.0,0.05096064814814815,,85.75,11.9375,6.375,41.5625,1.4375,0.0,10.815625,3.0125,,,,8.555555555555555,女,310_260000247,注册,201603,310_20168310020014,41.375,12.1875,0,6.662222222222222,5077.0,49.90888888888889,74.07444444444444,1.0,0.0,0.6666666666666666,0.0,6.333333333333333,20168310020446,anboaccofklecgebgii1ba,310_20168310020446,a0euanqnrrzbdsesy4rymw,33,0,19,0,0,90,201703,310_260000656,7510,0,0,19.0,19.0
310_20168310020461,47.0,136,1512224741.0,0.012199074074074074,,84.8,11.933333333333334,5.466666666666667,41.3,2.7333333333333334,0.0,10.193333333333333,3.0833333333333335,,,,0.0,男,310_260000247,注册,201603,310_20168310020014,41.333333333333336,12.733333333333333,0,0.0,1624.0,37.065555555555555,74.07444444444444,0.0,0.0,0.0,0.0,7.222222222222222,20168310020461,b1rgad2oxazf6ocfxtanyq,310_20168310020461,a0euanqnrrzbdsesy4rymw,10,0,18,0,0,63,201703,310_260000656,7510,0,0,17.6,17.6
310_20168310020462,321.0,17,1513800563.0,,,90.93333333333334,12.733333333333333,6.733333333333333,33.55,0.0,0.0,11.243333333333334,3.2533333333333334,1496347139.0,1.0,1.0,0.0,女,310_260000247,注册,201603,310_20168310020014,44.266666666666666,12.6,0,5.113333333333333,11282.666666666666,38.52333333333333,74.07444444444444,0.5555555555555556,0.0,0.4444444444444444,0.0,7.222222222222222,20168310020462,rsk8atoojk9lzda2dynqyq,310_20168310020462,a0euanqnrrzbdsesy4rymw,39,0,20,0,0,99,201703,310_260000656,7510,0,0,20.0,19.6
310_20168310020444,105.0,51,1513798546.0,221.21623842592592,,88.93333333333334,12.933333333333334,6.533333333333333,35.73,1.0,0.0,10.196666666666667,3.06,1496347693.0,1.0,1.0,0.0,女,310_260000247,注册,201603,310_20168310020014,44.0,12.133333333333333,0,4.814444444444445,2491.6666666666665,37.977777777777774,74.07444444444444,1.1111111111111112,0.0,0.3333333333333333,0.0,7.444444444444445,20168310020444,gt1easeoslle8krtj3rfjq,310_20168310020444,a0euanqnrrzbdsesy4rymw,37,0,18,0,0,90,201703,310_260000656,7510,0,0,17.6,17.6
310_20158310250200,34.0,56,1513015704.0,0.027546296296296298,,78.1,16.7,6.2,29.8125,1.7,2.0,8.93,1.9,,,,0.0,男,310_260000090,毕业,201503,310_20158310250099,20.4,21.9,0,0.0,3009.25,43.8125,50.0,0.0,0.0,0.0,0.0,2.0,20158310250200,vkviaeaoyibhnyeaz0e2rq,310_20158310250200,a0euanqnrrzbdsesy4rymw,33,0,19,0,0,90,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20158310250207,125.0,26,1509543768.0,0.37811342592592595,,84.6,16.7,6.3,35.3125,0.0,2.0,9.13,1.9,,,,0.0,女,310_260000090,毕业,201503,310_20158310250099,24.3,24.2,0,0.0,2999.25,11.4225,50.0,0.0,0.0,0.0,0.0,8.5,20158310250207,vt4larwoprtln9ototec1q,310_20158310250207,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,96,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20158310250204,65.0,108,1511292916.0,0.01138888888888889,,72.77777777777777,18.555555555555557,6.888888888888889,,0.0,2.2222222222222223,12.144444444444444,2.111111111111111,,,,0.0,女,310_260000090,注册,201503,310_20158310250099,19.666666666666668,11.11111111111111,0,0.0,-3877.5,11.84,50.0,0.0,0.0,0.0,0.0,2.75,20158310250204,rcqgaraoibzc65maqovosw,310_20158310250204,a0euanqnrrzbdsesy4rymw,28,0,19,0,0,85,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20158310250205,152.0,52,1514151950.0,0.5308333333333334,,84.6,16.7,6.2,29.916666666666668,0.5,2.0,9.13,1.9,,,,0.0,女,310_260000090,毕业,201503,310_20158310250099,29.6,19.0,0,0.0,4264.75,12.8175,50.0,0.0,0.0,0.0,0.0,7.25,20158310250205,gqllaukodlfetlsq84qksq,310_20158310250205,a0euanqnrrzbdsesy4rymw,33,0,19,0,0,90,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20158310250208,64.0,13,1510585704.0,0.013842592592592592,,83.88888888888889,18.555555555555557,7.0,28.333333333333332,0.0,2.2222222222222223,10.255555555555556,2.111111111111111,,,,0.0,女,310_260000090,毕业,201503,310_20158310250099,24.444444444444443,19.22222222222222,0,0.0,4791.5,42.0625,50.0,0.0,0.0,0.0,0.0,2.0,20158310250208,ldegar6oipvadijcejx8rw,310_20158310250208,a0euanqnrrzbdsesy4rymw,32,0,19,0,0,89,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20148310090915,138.0,18,1514049651.0,,,78.33333333333333,9.11111111111111,6.444444444444445,,0.0,2.111111111111111,11.041666666666666,3.1638888888888888,,,,0.0,男,310_260000040,注册,201403,310_20148310090090,39.833333333333336,6.5,0,0.0,1859.0,34.78,100.0,0.0,0.0,0.0,0.0,9.0,20148310090915,nhyiat-owjjefan7q-3gyg,310_20148310090915,a0euanqnrrzbdsesy4rymw,40,0,12,0,0,81,201703,310_260000656,7510,0,0,15.0,14.0
310_20168310250001,162.0,182,1511717956.0,0.04666666666666667,,86.75,11.25,5.0,24.916666666666668,3.6666666666666665,0.0,11.483333333333333,3.95,,,,2.2,女,310_260000247,注册,201601,310_20168310250003,35.5,19.5,0,0.0,8029.6,52.582,60.0,0.0,0.0,0.0,0.0,3.2,20168310250001,a9woareo9andvcrjuxwihq,310_20168310250001,a0euanqnrrzbdsesy4rymw,35,0,19,0,0,92,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250008,367.0,15,1511901595.0,,,85.07692307692308,15.0,9.384615384615385,,3.923076923076923,0.0,13.992307692307692,3.7,,,,0.0,女,310_260000247,注册,201601,310_20168310250003,30.846153846153847,12.076923076923077,0,0.0,3060.3333333333335,15.063333333333333,50.0,0.0,0.0,0.0,0.0,5.666666666666667,20168310250008,dwcearoo7i9oawjkdgq-hw,310_20168310250008,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,96,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250007,66.0,75,1513977903.0,630.1557291666667,,82.53846153846153,15.0,8.76923076923077,,4.076923076923077,0.0,13.676923076923076,3.646153846153846,,,,0.0,女,310_260000247,注册,201601,310_20168310250003,29.153846153846153,12.23076923076923,0,0.0,5404.0,52.0,60.0,0.0,0.0,0.0,0.0,2.2,20168310250007,uegzar6oi49hfszcvnmeuq,310_20168310250007,a0euanqnrrzbdsesy4rymw,34,0,19,0,0,91,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250013,26.0,22,1506256364.0,0.24189814814814814,,59.8235294117647,11.470588235294118,5.470588235294118,24.5625,0.0,0.0,15.25,3.635294117647059,,,,0.0,女,310_260000247,注册,201601,310_20168310250003,7.764705882352941,16.11764705882353,0,0.0,0.0,15.5,50.0,0.0,0.0,0.0,0.0,0.16666666666666666,20168310250013,niezavsojpjjzcuyb3snvq,310_20168310250013,a0euanqnrrzbdsesy4rymw,0,0,19,0,0,57,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20168310250011,83.0,16,1511542329.0,0.0007407407407407407,,86.66666666666667,16.25,9.916666666666666,21.4375,0.0,0.0,14.833333333333334,3.95,,,,0.0,女,310_260000247,注册,201601,310_20168310250003,22.583333333333332,19.083333333333332,0,0.0,1766.0,26.554,60.0,0.0,0.0,0.0,0.0,4.6,20168310250011,htz9acqolajlsaid-v22iq,310_20168310250011,a0euanqnrrzbdsesy4rymw,39,0,19,0,0,96,201703,310_260000656,"2,7510",0,0,19.0,19.0
310_20158310020580,94.0,24,1512213046.0,,,80.71428571428571,6.428571428571429,8.0,26.333333333333332,0.0,3.8142857142857145,6.15,2.5714285714285716,,,,0.0,女,310_260000090,毕业,201503,310_20158310020099,42.57142857142857,11.285714285714286,0,0.0,6039.0,33.2275,50.0,0.0,0.0,0.0,0.0,5.0,20158310020580,nhpdatoouylllqrbx8qjbq,310_20158310020580,a0euanqnrrzbdsesy4rymw,39,0,16,0,0,91,201703,310_260000656,"2,7510",0,0,18.0,18.0
310_20158310020574,,12,,,,67.85714285714286,6.428571428571429,7.714285714285714,23.75,0.0,3.8142857142857145,6.578571428571428,2.5714285714285716,,,,0.0,女,310_260000090,注册,201503,310_20158310020099,29.0,11.857142857142858,0,0.0,0.0,42.25,50.0,0.0,0.0,0.0,0.0,0.5,20158310020574,fxpaaeqof5jb33p2-qjh1a,310_20158310020574,a0euanqnrrzbdsesy4rymw,0,0,16,0,0,52,201703,310_260000656,"2,7510",0,0,18.0,18.0
310_20158310020566,51.0,12,1512667471.0,0.0002777777777777778,,79.71428571428571,6.428571428571429,7.857142857142857,29.166666666666668,0.0,3.8142857142857145,6.4,2.5142857142857142,,,,0.0,女,310_260000090,毕业,201503,310_20158310020099,40.285714285714285,12.571428571428571,0,0.0,3103.5,44.2425,50.0,0.0,0.0,0.0,0.0,2.75,20158310020566,u9k9aeko7lngreibjameaa,310_20158310020566,a0euanqnrrzbdsesy4rymw,35,0,16,0,0,86,201703,310_260000656,"2,7510",0,0,17.6,17.6
310_20158310020586,159.0,12,1513118859.0,,,76.0,6.428571428571429,8.0,24.3125,0.0,3.8142857142857145,6.564285714285714,2.5142857142857142,,,,0.0,女,310_260000090,毕业,201503,310_20158310020099,36.0,12.857142857142858,0,0.0,5956.75,17.5325,50.0,0.0,0.0,0.0,0.0,8.0,20158310020586,-1nfatko1onoi9j5nx1iig,310_20158310020586,a0euanqnrrzbdsesy4rymw,36,0,18,0,0,89,201703,310_260000656,"2,7510",0,0,17.6,17.6
310_20158310020564,52.0,12,1512648020.0,,,81.71428571428571,6.428571428571429,8.285714285714286,29.083333333333332,0.0,3.8142857142857145,7.057142857142857,2.5714285714285716,,,,0.0,女,310_260000090,毕业,201503,310_20158310020099,41.285714285714285,12.428571428571429,0,1.0875,2100.25,47.1875,50.0,0.25,0.0,0.25,0.0,2.25,20158310020564,2huzatao9qtnsezwjqtqeq,310_20158310020564,a0euanqnrrzbdsesy4rymw,39,0,18,0,0,93,201703,310_260000656,"2,7510",0,0,18.0,18.0
310_20158310020585,131.0,12,1512855474.0,,,84.0,6.428571428571429,8.0,31.25,2.4285714285714284,3.8142857142857145,7.507142857142857,2.5714285714285716,,,,0.0,女,310_260000090,毕业,201503,310_20158310020099,42.285714285714285,13.428571428571429,0,0.0,2636.5,12.9225,50.0,0.0,0.0,0.0,0.0,11.0,20158310020585,u6kyatqo-pjp12qxl-7grq,310_20158310020585,a0euanqnrrzbdsesy4rymw,38,0,16,0,0,90,201703,310_260000656,"2,7510",0,0,18.0,18.0
310_20158310020592,142.0,12,1512215548.0,,,81.28571428571429,6.428571428571429,7.714285714285714,29.833333333333332,0.0,3.8142857142857145,6.4,2.5142857142857142,,,,0.0,女,310_260000090,毕业,201503,310_20158310020099,41.714285714285715,12.857142857142858,0,0.0,3077.25,13.115,50.0,0.0,0.0,0.0,0.0,11.75,20158310020592,7ul8adkocrnhzeg4ajiu-a,310_20158310020592,a0euanqnrrzbdsesy4rymw,39,0,16,0,0,90,201703,310_260000656,"2,7510",0,0,17.6,17.6
